UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
KOTAK202606041028054,866977420373,4310056,INR,2026-05-31T16:00:47.332Z,KOTAK,ORD-D7E0827B24B4,SETTLED
KOTAK202606046180889,291343284920,2195269,INR,2026-05-29T08:00:47.332Z,KOTAK,ORD-6F2022EDD8C5,SETTLED
KOTAK202606047635577,495416881361,1420422,INR,2026-06-02T01:00:47.332Z,KOTAK,ORD-EF081FF8F990,SETTLED
KOTAK202606046507157,048807381418,2679742,INR,2026-05-30T21:00:47.332Z,KOTAK,ORD-DBD37B537F5D,SETTLED
KOTAK202606047733950,502813424013,1141614,INR,2026-06-01T07:00:47.332Z,KOTAK,ORD-097C53321AA0,SETTLED
KOTAK202606043925434,815388619408,1039526,INR,2026-06-03T15:00:47.332Z,KOTAK,ORD-88DAE878D444,SETTLED
KOTAK202606045984713,534769951245,2472285,INR,2026-06-03T21:00:47.332Z,KOTAK,ORD-5E063422820F,SETTLED
KOTAK202606045952789,367788880106,1114743,INR,2026-05-30T22:00:47.332Z,KOTAK,ORD-AAB940FE4869,SETTLED
KOTAK202606046794090,188514853810,1647318,INR,2026-06-02T04:00:47.332Z,KOTAK,ORD-48E6D74CB486,SETTLED
KOTAK202606049082951,016157836390,4224053,INR,2026-06-04T04:00:47.332Z,KOTAK,ORD-6F24D91195E2,SETTLED
KOTAK202606049184953,845307534353,800249,INR,2026-06-01T19:00:47.332Z,KOTAK,ORD-D0F59FC0697B,SETTLED
KOTAK202606048726434,508467198728,4698798,INR,2026-05-31T10:00:47.332Z,KOTAK,ORD-0768D2D1E2C4,SETTLED
KOTAK202606042457271,389012642652,3334152,INR,2026-06-01T13:00:47.332Z,KOTAK,ORD-53A0E6AF1DAA,SETTLED
KOTAK202606043485358,384176083485,922590,INR,2026-06-01T09:00:47.332Z,KOTAK,ORD-0D8C632BFF02,SETTLED
KOTAK202606049912461,709690790751,1555133,INR,2026-05-29T03:00:47.332Z,KOTAK,ORD-749E30F71AB4,SETTLED
KOTAK202606046922736,073909516952,4531018,INR,2026-05-30T11:00:47.332Z,KOTAK,ORD-C91CFF9DB3E1,SETTLED
KOTAK202606048307868,892953647053,2305444,INR,2026-06-02T06:00:47.332Z,KOTAK,ORD-AFD68FA236B3,SETTLED
KOTAK202606041384089,384728032537,1181548,INR,2026-05-31T10:00:47.332Z,KOTAK,ORD-9BFE100FBCCB,SETTLED
KOTAK202606049921688,812336767093,4365049,INR,2026-05-29T05:00:47.332Z,KOTAK,ORD-15D9BC2E2BDA,SETTLED
KOTAK202606047391106,157491318072,4015880,INR,2026-05-30T13:00:47.332Z,KOTAK,ORD-6EEF9F5CB705,SETTLED
KOTAK202606040449998,511983441529,3692730,INR,2026-06-03T02:00:47.332Z,KOTAK,ORD-0262CF83B7C4,SETTLED
KOTAK202606043980713,332075780998,4415526,INR,2026-05-30T14:00:47.332Z,KOTAK,ORD-C10CBEF7463C,SETTLED
KOTAK202606044697325,167809814681,3343523,INR,2026-05-30T21:00:47.332Z,KOTAK,ORD-1807B28DAD50,SETTLED
KOTAK202606047588861,210431169384,1425942,INR,2026-05-31T08:00:47.332Z,KOTAK,ORD-78E8E9906002,SETTLED
KOTAK202606042401832,419314018638,3742067,INR,2026-05-29T08:00:47.332Z,KOTAK,ORD-CAB26ABB29D6,SETTLED
KOTAK202606041038576,432523745901,4904160,INR,2026-05-30T12:00:47.332Z,KOTAK,ORD-3D7FE0E6DEB0,SETTLED
KOTAK202606041473907,299018531374,3020562,INR,2026-05-29T07:00:47.332Z,KOTAK,ORD-34D4F6AFCD89,SETTLED
KOTAK202606047687340,006997126585,3122899,INR,2026-06-03T08:00:47.332Z,KOTAK,ORD-EDC6C8E6C220,SETTLED
KOTAK202606045629709,167491080741,3358429,INR,2026-06-02T19:00:47.332Z,KOTAK,ORD-9D55BDC4FCB4,SETTLED
KOTAK202606045135880,272863113965,1692472,INR,2026-06-02T02:00:47.332Z,KOTAK,ORD-8192208D4798,SETTLED
KOTAK202606040965896,878391100732,282931,INR,2026-06-04T06:00:47.332Z,KOTAK,ORD-6B9AA2176668,SETTLED
KOTAK202606043522699,287341931506,524707,INR,2026-06-04T16:00:47.332Z,KOTAK,ORD-37B9AEA50F94,SETTLED
KOTAK202606041466873,071848494028,370997,INR,2026-05-30T05:00:47.333Z,KOTAK,ORD-7976F970E4FF,SETTLED
KOTAK202606048583887,080544896702,1397728,INR,2026-06-04T15:00:47.333Z,KOTAK,ORD-5D2E0FEE364F,SETTLED
KOTAK202606049139722,118377069257,3334522,INR,2026-06-03T00:00:47.333Z,KOTAK,ORD-AEE601CD7558,SETTLED
KOTAK202606044425243,648506334862,1352767,INR,2026-06-01T01:00:47.333Z,KOTAK,ORD-AE4A4F731089,SETTLED
KOTAK202606048777503,665322984020,569297,INR,2026-06-01T22:00:47.333Z,KOTAK,ORD-3865924491B3,SETTLED
KOTAK202606040319133,064462542146,1795409,INR,2026-06-01T13:00:47.333Z,KOTAK,ORD-372CC1EACD59,SETTLED
KOTAK202606047406310,611161142205,1788670,INR,2026-05-29T10:00:47.333Z,KOTAK,ORD-CB220ECBB1D8,SETTLED
KOTAK202606044539319,454795766964,2227037,INR,2026-06-01T12:00:47.333Z,KOTAK,ORD-15314162D669,PENDING
KOTAK202606047725796,169624434049,3805871,INR,2026-06-04T12:00:47.333Z,KOTAK,ORD-C19D6A5015C5,PENDING
KOTAK202606045633144,081547680039,3786789,INR,2026-05-30T11:00:47.333Z,KOTAK,ORD-44F9E1CA4211,SETTLED
KOTAK202606046037569,020028602352,4756274,INR,2026-05-30T08:00:47.333Z,KOTAK,ORD-4842AD3214EC,SETTLED
KOTAK202606041506921,574927666653,4120796,INR,2026-06-01T21:00:47.333Z,KOTAK,ORD-E6139C38494B,SETTLED
KOTAK202606041787480,288870462375,1350791,INR,2026-05-30T01:00:47.333Z,KOTAK,ORD-4CA418BC1338,SETTLED
KOTAK202606042526166,884876878804,2544654,INR,2026-05-30T13:00:47.333Z,KOTAK,ORD-3EC9F9C9C173,SETTLED
KOTAK202606048440471,783767520373,582221,INR,2026-06-04T11:00:47.333Z,KOTAK,ORD-8D7062F6D3B6,SETTLED
KOTAK202606046638603,614510148815,991174,INR,2026-05-31T20:00:47.333Z,KOTAK,ORD-9859B84F4A92,SETTLED
KOTAK202606047105824,041564335775,1517822,INR,2026-06-01T18:00:47.333Z,KOTAK,ORD-AD10CB4E3945,SETTLED
KOTAK202606044442693,152679314425,1331040,INR,2026-06-02T21:00:47.333Z,KOTAK,ORD-2D6E46B625A1,SETTLED
KOTAK202606048988645,893598283971,652004,INR,2026-06-03T11:00:47.333Z,KOTAK,ORD-C33A91315CBA,SETTLED
KOTAK202606047283585,802502414312,2399967,INR,2026-06-02T03:00:47.333Z,KOTAK,ORD-6249FA66EAA9,SETTLED
KOTAK202606042789926,525237803803,234320,INR,2026-06-04T09:00:47.333Z,KOTAK,ORD-F5735167A545,SETTLED
KOTAK202606046781983,176135165245,4453411,INR,2026-05-31T06:00:47.333Z,KOTAK,ORD-8EC99C5EFC18,PENDING
KOTAK202606041758545,219551454959,4343942,INR,2026-05-29T00:00:47.333Z,KOTAK,ORD-DC201851DEE0,SETTLED
KOTAK202606049924021,029577948390,1773264,INR,2026-06-02T01:00:47.333Z,KOTAK,ORD-2FD5ACE02DE9,SETTLED
KOTAK202606045205088,980057689702,643487,INR,2026-05-31T01:00:47.333Z,KOTAK,ORD-3C883EDC1060,SETTLED
KOTAK202606046449118,469854363242,4749698,INR,2026-06-04T10:00:47.333Z,KOTAK,ORD-8F285CEDFE70,SETTLED
KOTAK202606041064556,911972453563,3870757,INR,2026-05-29T12:00:47.333Z,KOTAK,ORD-C67CB75EA4BF,SETTLED
KOTAK202606040423883,192656167418,2916135,INR,2026-05-29T16:00:47.333Z,KOTAK,ORD-6BFFA5F51431,SETTLED
KOTAK202606045420514,780135336707,715278,INR,2026-06-04T14:00:47.333Z,KOTAK,ORD-1ADDB5AFB941,SETTLED
KOTAK202606042266173,775989451679,4082475,INR,2026-06-02T07:00:47.333Z,KOTAK,ORD-63B238B5D98D,SETTLED
KOTAK202606049137495,379915146809,908137,INR,2026-06-04T15:00:47.333Z,KOTAK,ORD-65DB5FA70D32,PENDING
KOTAK202606044716643,542298194717,2972792,INR,2026-05-29T03:00:47.333Z,KOTAK,ORD-A881AA425C98,SETTLED
KOTAK202606048056516,664313017015,3218180,INR,2026-06-04T09:00:47.333Z,KOTAK,ORD-24994C74D960,SETTLED
KOTAK202606042669444,331710854207,3866077,INR,2026-05-29T15:00:47.333Z,KOTAK,ORD-0A98194AFBDF,SETTLED
KOTAK202606046554067,698380181504,974214,INR,2026-05-31T02:00:47.333Z,KOTAK,ORD-635D4654281A,SETTLED
KOTAK202606045239177,989002660354,223962,INR,2026-06-01T05:00:47.333Z,KOTAK,ORD-2A25BB9AA804,SETTLED
KOTAK202606042385876,782054282999,1970849,INR,2026-05-31T02:00:47.333Z,KOTAK,ORD-9E0B2F7DE92E,SETTLED
KOTAK202606040903293,932118321348,2384477,INR,2026-05-31T10:00:47.333Z,KOTAK,ORD-1E4CBCB46E0A,SETTLED
KOTAK202606049425832,773486300761,2695753,INR,2026-06-01T21:00:47.333Z,KOTAK,ORD-6749D881B4FB,SETTLED
KOTAK202606045974823,866696686554,3173040,INR,2026-05-29T00:00:47.333Z,KOTAK,ORD-4204EAC3D019,SETTLED
KOTAK202606045478985,322422435039,3874159,INR,2026-06-03T06:00:47.333Z,KOTAK,ORD-A66427CE76A5,SETTLED
KOTAK202606042502916,492393481839,3685459,INR,2026-05-28T19:00:47.333Z,KOTAK,ORD-CAF6B1A2F372,SETTLED
KOTAK202606041335064,948853537453,1177044,INR,2026-05-31T15:00:47.333Z,KOTAK,ORD-ACD84E325E02,SETTLED
KOTAK202606041469122,780551689491,3675234,INR,2026-05-29T22:00:47.333Z,KOTAK,ORD-0E9705C9DAD5,SETTLED
KOTAK202606044581231,917846257969,4319321,INR,2026-06-01T20:00:47.333Z,KOTAK,ORD-479C2B84B195,SETTLED
KOTAK202606040499463,171219582475,1489128,INR,2026-06-01T07:00:47.333Z,KOTAK,ORD-C34A8A404BA4,SETTLED
KOTAK202606046474671,294909746579,3955454,INR,2026-05-31T06:00:47.333Z,KOTAK,ORD-0235ED88C2FB,SETTLED
KOTAK202606040331442,689430697128,2362535,INR,2026-06-01T22:00:47.333Z,KOTAK,ORD-938C82F0AC91,SETTLED
KOTAK202606042371299,324225727594,63543,INR,2026-06-03T14:00:47.333Z,KOTAK,ORD-7CF05B1689B5,PENDING
KOTAK202606047811872,181053743874,3845072,INR,2026-05-31T04:00:47.333Z,KOTAK,ORD-2B529A9CCA62,SETTLED
KOTAK202606043418324,547713709447,4312097,INR,2026-06-04T18:00:47.333Z,KOTAK,ORD-33D95550EF17,SETTLED
KOTAK202606049068952,666606259111,2175911,INR,2026-05-30T22:00:47.333Z,KOTAK,ORD-1B691D5B3085,SETTLED
KOTAK202606040051067,874001806714,3839230,INR,2026-06-01T19:00:47.333Z,KOTAK,ORD-F73CFF6F1816,SETTLED
KOTAK202606042448126,067792849770,346767,INR,2026-06-01T18:00:47.333Z,KOTAK,ORD-BA9B0D278859,SETTLED
KOTAK202606046260808,511764717301,4324299,INR,2026-06-02T19:00:47.333Z,KOTAK,ORD-60B017121757,SETTLED
KOTAK202606046789352,729931431711,2524568,INR,2026-06-03T05:00:47.333Z,KOTAK,ORD-9BA0C76C18BE,SETTLED
KOTAK202606042664680,727708566329,3474277,INR,2026-06-01T16:00:47.333Z,KOTAK,ORD-DFA5388CB7E2,SETTLED
KOTAK202606049175794,401211112252,4215791,INR,2026-06-03T21:00:47.333Z,KOTAK,ORD-9363A379B126,SETTLED
KOTAK202606045016288,862592659982,2261538,INR,2026-05-31T00:00:47.333Z,KOTAK,ORD-1A521DF00D90,SETTLED
KOTAK202606046541259,588589536125,1928267,INR,2026-05-29T00:00:47.333Z,KOTAK,ORD-EA697AE1B039,SETTLED
KOTAK202606041453782,424004642605,3563906,INR,2026-06-02T01:00:47.333Z,KOTAK,ORD-B8791A6C9989,SETTLED
KOTAK202606042057139,756080734818,1604986,INR,2026-05-29T13:00:47.333Z,KOTAK,ORD-318874449DB9,SETTLED
KOTAK202606041497234,463123140924,710516,INR,2026-06-02T00:00:47.333Z,KOTAK,ORD-186295068594,SETTLED
KOTAK202606043595279,661718707982,1170542,INR,2026-06-01T22:00:47.333Z,KOTAK,ORD-EE197AB03256,SETTLED
KOTAK202606043920107,700870170725,196667,INR,2026-06-04T04:00:47.333Z,KOTAK,ORD-3DCAC8090ADF,PENDING
KOTAK202606047462732,023385849982,2657439,INR,2026-06-01T07:00:47.333Z,KOTAK,ORD-6694B58FF71F,SETTLED
KOTAK202606045097270,763222403216,1479099,INR,2026-06-03T17:00:47.333Z,KOTAK,ORD-60BFCD5430A6,SETTLED
KOTAK202606044750557,425321146422,57623,INR,2026-06-01T19:00:47.333Z,KOTAK,ORD-D5817FE1A590,PENDING
KOTAK202606046766804,568697358810,4628132,INR,2026-06-02T03:00:47.333Z,KOTAK,ORD-487603EB591A,SETTLED
KOTAK202606047032165,323711318384,3074331,INR,2026-05-31T23:00:47.333Z,KOTAK,ORD-C62C27EC78ED,SETTLED
KOTAK202606046913780,427521548552,2967780,INR,2026-06-01T15:00:47.333Z,KOTAK,ORD-594AFC074A45,SETTLED
KOTAK202606046127397,319778172563,4616467,INR,2026-06-01T11:00:47.333Z,KOTAK,ORD-6B937C9A71D0,SETTLED
KOTAK202606045976666,684935332349,1238508,INR,2026-05-29T20:00:47.333Z,KOTAK,ORD-EFBF9C425DE9,SETTLED
KOTAK202606047143582,195221277417,4923493,INR,2026-06-03T11:00:47.333Z,KOTAK,ORD-11D9E3A53BB2,SETTLED
KOTAK202606049139824,909852378078,3073895,INR,2026-06-03T06:00:47.333Z,KOTAK,ORD-656D70D277AF,SETTLED
KOTAK202606048112420,619682586340,243773,INR,2026-06-01T15:00:47.333Z,KOTAK,ORD-B3068ACCF38F,SETTLED
KOTAK202606047865592,340652054933,73283,INR,2026-05-29T21:00:47.333Z,KOTAK,ORD-8D2B88EFDF97,SETTLED
KOTAK202606046548304,218636233740,2440197,INR,2026-05-28T22:00:47.333Z,KOTAK,ORD-F6975346D6BD,SETTLED
KOTAK202606047257362,824175139751,3337073,INR,2026-05-30T04:00:47.333Z,KOTAK,ORD-6AD02721AEEE,SETTLED
KOTAK202606043532975,963544796291,1251138,INR,2026-05-30T22:00:47.333Z,KOTAK,ORD-3A35B6CF111F,SETTLED
KOTAK202606043518981,859658550806,3627484,INR,2026-05-30T18:00:47.333Z,KOTAK,ORD-B5BAA059FF3D,SETTLED
KOTAK202606043349965,003946993993,1464365,INR,2026-05-31T02:00:47.333Z,KOTAK,ORD-C4238D1C4166,SETTLED
KOTAK202606049570310,699527481355,1511788,INR,2026-06-03T19:00:47.333Z,KOTAK,ORD-5AFD9F34A853,SETTLED
KOTAK202606044498489,980968424259,365342,INR,2026-05-31T13:00:47.333Z,KOTAK,ORD-142DD016F327,SETTLED
KOTAK202606044661305,875576510177,1595811,INR,2026-06-01T08:00:47.333Z,KOTAK,ORD-A32327750341,SETTLED
KOTAK202606042624370,649721456346,2833466,INR,2026-06-02T06:00:47.333Z,KOTAK,ORD-87A111ECAD6A,SETTLED
KOTAK202606042044949,055046245316,373447,INR,2026-06-02T14:00:47.333Z,KOTAK,ORD-CF03852EDF0D,SETTLED
KOTAK202606040500413,377773858235,2877892,INR,2026-05-29T19:00:47.333Z,KOTAK,ORD-3B1253CDD7A6,SETTLED
KOTAK202606046818418,321790132075,2882315,INR,2026-06-02T12:00:47.333Z,KOTAK,ORD-ECC493F367FE,SETTLED
KOTAK202606043930644,244676565232,2528004,INR,2026-05-29T04:00:47.333Z,KOTAK,ORD-B2931CB783CC,SETTLED
KOTAK202606041029511,541834213922,1419982,INR,2026-06-02T22:00:47.333Z,KOTAK,ORD-8F877E2A7D6E,SETTLED
KOTAK202606049157370,732560925404,3539127,INR,2026-06-01T08:00:47.333Z,KOTAK,ORD-CABE58F3A298,SETTLED
KOTAK202606041174061,314708619948,2769857,INR,2026-06-01T10:00:47.333Z,KOTAK,ORD-D31F741CDE49,SETTLED
KOTAK202606045261269,224475504084,3014348,INR,2026-06-02T18:00:47.333Z,KOTAK,ORD-F82415ABB4A4,SETTLED
KOTAK202606046593876,483862584655,3314717,INR,2026-06-03T09:00:47.333Z,KOTAK,ORD-8C85F47798E5,SETTLED
KOTAK202606041146690,765216479977,4279841,INR,2026-06-02T03:00:47.333Z,KOTAK,ORD-53362BFBDBB4,SETTLED
KOTAK202606047167424,136579860417,4691786,INR,2026-06-03T11:00:47.333Z,KOTAK,ORD-C90CB40C3930,SETTLED
KOTAK202606048582301,972590338971,4330530,INR,2026-05-29T05:00:47.333Z,KOTAK,ORD-8E5229917D80,SETTLED
KOTAK202606049313782,809360948106,3147024,INR,2026-06-03T03:00:47.333Z,KOTAK,ORD-2CAB0C4F05BA,SETTLED
KOTAK202606042849251,295728117674,4648586,INR,2026-05-29T16:00:47.333Z,KOTAK,ORD-98F5E79B2E8D,SETTLED
KOTAK202606049655339,466066972040,58168,INR,2026-06-02T04:00:47.333Z,KOTAK,ORD-02A9F88E3B35,SETTLED
KOTAK202606048828933,450236704797,1167454,INR,2026-05-29T14:00:47.333Z,KOTAK,ORD-6943B7095B45,SETTLED
KOTAK202606040429359,172871189005,1589104,INR,2026-05-30T03:00:47.333Z,KOTAK,ORD-C882E40F933B,SETTLED
KOTAK202606040235764,670873158786,658651,INR,2026-05-31T23:00:47.333Z,KOTAK,ORD-D651DAC57228,SETTLED
KOTAK202606040913574,476245771220,4913034,INR,2026-05-29T22:00:47.333Z,KOTAK,ORD-A6A5F86E045B,PENDING
KOTAK202606047351931,285104508406,98659,INR,2026-05-29T17:00:47.333Z,KOTAK,ORD-881A4DCA06F8,SETTLED
KOTAK202606041935054,065033316431,1185011,INR,2026-05-29T21:00:47.333Z,KOTAK,ORD-3C10701ADFB1,SETTLED
KOTAK202606040927261,727582358800,2899620,INR,2026-06-04T01:00:47.333Z,KOTAK,ORD-D483737474B7,SETTLED
KOTAK202606046047967,298943016140,2986723,INR,2026-06-02T04:00:47.333Z,KOTAK,ORD-221DB88885A7,SETTLED
KOTAK202606046332720,138461516444,3741696,INR,2026-05-29T18:00:47.333Z,KOTAK,ORD-39D2F395ABAC,SETTLED
KOTAK202606040114293,862656160684,4054566,INR,2026-06-03T11:00:47.333Z,KOTAK,ORD-FB5FFD587D15,SETTLED
KOTAK202606043866768,779287050367,3577081,INR,2026-05-31T04:00:47.333Z,KOTAK,ORD-70E5BDAFA170,SETTLED
KOTAK202606047175531,265708090182,4676729,INR,2026-06-01T04:00:47.333Z,KOTAK,ORD-DF93C2B8855C,SETTLED
KOTAK202606049407252,865755509507,2972824,INR,2026-05-29T16:00:47.333Z,KOTAK,ORD-82D096EBE810,SETTLED
KOTAK202606046228926,462349734581,3503898,INR,2026-05-31T12:00:47.333Z,KOTAK,ORD-897DDAA35869,SETTLED
KOTAK202606041317259,875926045966,2359782,INR,2026-05-29T17:00:47.333Z,KOTAK,ORD-42C24CDC715A,SETTLED
KOTAK202606046137656,142906077542,2205158,INR,2026-05-31T18:00:47.333Z,KOTAK,ORD-7CC297624FD4,SETTLED
KOTAK202606043139183,804592589892,428856,INR,2026-06-03T13:00:47.333Z,KOTAK,ORD-4F2CBEF83A85,SETTLED
KOTAK202606049300658,478558051426,822992,INR,2026-06-01T23:00:47.333Z,KOTAK,ORD-F8C33AE0C9AC,SETTLED
KOTAK202606043774751,762085959569,4957334,INR,2026-05-29T20:00:47.333Z,KOTAK,ORD-9D60453CF1A9,SETTLED
KOTAK202606047536541,738871529304,4443662,INR,2026-05-28T23:00:47.333Z,KOTAK,ORD-E4CA6EC79A4F,SETTLED
KOTAK202606043217060,694488590593,1260106,INR,2026-06-04T17:00:47.333Z,KOTAK,ORD-208AC5AE15DC,SETTLED
KOTAK202606041522410,558751495656,457491,INR,2026-05-31T08:00:47.333Z,KOTAK,ORD-5DF2548D8C28,SETTLED
KOTAK202606040866612,318969011557,4517866,INR,2026-05-29T22:00:47.333Z,KOTAK,ORD-B3DAB95689CC,SETTLED
KOTAK202606049948802,966111278571,2980123,INR,2026-05-29T21:00:47.333Z,KOTAK,ORD-C8C579F3FB3C,SETTLED
KOTAK202606046365878,836817412336,1042631,INR,2026-06-03T07:00:47.333Z,KOTAK,ORD-1AA7023E1E8B,SETTLED
KOTAK202606048268770,594937146526,630314,INR,2026-05-29T05:00:47.333Z,KOTAK,ORD-3518F7FAEEAD,SETTLED
KOTAK202606040817373,759507696331,893695,INR,2026-05-30T06:00:47.333Z,KOTAK,ORD-186F6D471717,SETTLED
KOTAK202606047759292,696188423487,1331012,INR,2026-05-31T12:00:47.333Z,KOTAK,ORD-F062E5CD4A48,SETTLED
KOTAK202606044171175,442569282276,4011583,INR,2026-05-30T14:00:47.334Z,KOTAK,ORD-1CB02104F783,PENDING
KOTAK202606041568703,348367627587,281277,INR,2026-05-29T15:00:47.334Z,KOTAK,ORD-59BDA4C317C7,SETTLED
KOTAK202606045211580,327711951399,4863507,INR,2026-05-29T07:00:47.334Z,KOTAK,ORD-150AF80F92A5,SETTLED
KOTAK202606044355963,882205169508,3336182,INR,2026-05-29T16:00:47.334Z,KOTAK,ORD-00FF2CC34DDD,SETTLED
KOTAK202606049658688,567135582287,391842,INR,2026-06-01T10:00:47.334Z,KOTAK,ORD-B44DC39CE311,SETTLED
KOTAK202606044755546,447847374109,4174929,INR,2026-06-02T17:00:47.334Z,KOTAK,ORD-BB24447252F8,SETTLED
KOTAK202606049834089,327381976503,4290024,INR,2026-06-03T00:00:47.334Z,KOTAK,ORD-46116ABB29E9,SETTLED
KOTAK202606046589028,910294847244,4109473,INR,2026-06-02T16:00:47.334Z,KOTAK,ORD-561301772ECE,SETTLED
KOTAK202606041776658,894846044942,3995487,INR,2026-05-31T08:00:47.334Z,KOTAK,ORD-3DE874D2C73F,SETTLED
KOTAK202606047259976,397178883248,3313369,INR,2026-05-31T18:00:47.334Z,KOTAK,ORD-473CC433C6D7,SETTLED
KOTAK202606047534825,969121627064,189586,INR,2026-05-30T20:00:47.334Z,KOTAK,ORD-2224E737A9FC,SETTLED
KOTAK202606044242886,725014229565,4476305,INR,2026-06-02T19:00:47.334Z,KOTAK,ORD-CA23AB333DC8,SETTLED
KOTAK202606044197257,008841955881,2414845,INR,2026-05-31T06:00:47.334Z,KOTAK,ORD-0E434D3ADF8A,SETTLED
KOTAK202606047478619,044243573113,2041783,INR,2026-05-29T13:00:47.334Z,KOTAK,ORD-269F9D2A5AF4,SETTLED
KOTAK202606043093935,121703712812,965564,INR,2026-06-04T04:00:47.334Z,KOTAK,ORD-AA1A3F8ED8AA,SETTLED
KOTAK202606048735102,081135683349,2025652,INR,2026-05-30T05:00:47.334Z,KOTAK,ORD-95C0ECFB19B1,SETTLED
KOTAK202606046716243,485995693565,2539411,INR,2026-05-29T17:00:47.334Z,KOTAK,ORD-300D0F2073DB,SETTLED
KOTAK202606040256935,465055784062,4169451,INR,2026-06-03T09:00:47.334Z,KOTAK,ORD-9C36F35C68F2,SETTLED
KOTAK202606041512151,781206343621,3684258,INR,2026-06-04T12:00:47.334Z,KOTAK,ORD-D18836CA9705,SETTLED
KOTAK202606042056572,282750513098,4781159,INR,2026-05-30T22:00:47.334Z,KOTAK,ORD-AAF363188C70,SETTLED
KOTAK202606042797358,808283452280,1164690,INR,2026-05-31T05:00:47.334Z,KOTAK,ORD-19322E8DDD25,SETTLED
KOTAK202606045610131,376635285104,465895,INR,2026-05-31T21:00:47.334Z,KOTAK,ORD-6D48215A1AAC,SETTLED
KOTAK202606046173932,631840465927,2391957,INR,2026-06-03T13:00:47.334Z,KOTAK,ORD-C474CE2EF652,SETTLED
KOTAK202606041133869,951241218291,4873835,INR,2026-06-02T07:00:47.334Z,KOTAK,ORD-B6808D770E4C,SETTLED
KOTAK202606045498727,679505156907,4623684,INR,2026-05-31T04:00:47.334Z,KOTAK,ORD-8FBC7ED4FEB8,SETTLED
KOTAK202606041894156,917736690440,538759,INR,2026-05-30T03:00:47.334Z,KOTAK,ORD-F19AA9595EE7,SETTLED
KOTAK202606049356942,377683287598,4561437,INR,2026-05-31T14:00:47.334Z,KOTAK,ORD-169A71D8F9D4,SETTLED
KOTAK202606047997378,543635786543,1206844,INR,2026-06-03T07:00:47.334Z,KOTAK,ORD-73048A1510D3,SETTLED
KOTAK202606043946867,658226391538,4213785,INR,2026-05-30T20:00:47.334Z,KOTAK,ORD-BD749EF892EF,SETTLED
KOTAK202606046681980,815936582282,856886,INR,2026-06-02T14:00:47.334Z,KOTAK,ORD-928D48A51510,SETTLED
KOTAK202606040576472,254107422933,4098120,INR,2026-05-29T16:00:47.334Z,KOTAK,ORD-38152BA989E3,SETTLED
KOTAK202606040215649,094045822248,4574368,INR,2026-06-01T02:00:47.334Z,KOTAK,ORD-FD23425F0383,SETTLED
KOTAK202606041135131,441914361754,2244757,INR,2026-05-31T19:00:47.334Z,KOTAK,ORD-D7C1B960E313,SETTLED
KOTAK202606046104378,885590457225,3005629,INR,2026-05-30T11:00:47.334Z,KOTAK,ORD-C125DE15932C,SETTLED
KOTAK202606047567300,065249137221,402286,INR,2026-06-01T16:00:47.334Z,KOTAK,ORD-FC3A71338012,SETTLED
KOTAK202606044985269,276757372750,2616231,INR,2026-06-03T03:00:47.334Z,KOTAK,ORD-C3C927A7251E,SETTLED
